id,instance,notes,type,status,inputs (#post),outputs (#pre),PB #post,PB #pre,NO #post,NO #pre,#voxels
1219410844,PFNp_a(PB01a)_R9_C2,PFNp_a,PFNp_a,Traced,189,49,54,,113,27,143591103
1219756158,PFNp_a(PB01a)_R9_C2,PFNp_a,PFNp_a,Traced,288,76,138,2,133,39,170645565
1219889738,PFNp_c(PB01c)_L9_C9,PFNp_c,PFNp_c,Traced,258,82,53,,179,37,184585387
1220576923,PEN_a(PB06a)_L9,,PEN_a(PEN1),Traced,1833,643,324,,605,173,883794470
1220581302,PFNp_a(PB01a)_L9_C8,PFNp_a,PFNp_a,Traced,135,50,27,,91,28,107373795
1220584946,PEN_b(PB06b)_L9,PEN2,PEN_b(PEN2),Traced,1349,320,355,1,506,104,524380567
1223640877,PFNv(PB05)_L6_C5,PFNv,PFNv,Traced,480,166,120,33,330,70,323395635
1224249917,PFNa(PB03)_R6_C5,PFNa,PFNa,Traced,556,106,260,,255,34,324744105
1224254476,PFNa(PB03)_R6_C5,PFNa,PFNa,Traced,513,99,229,,248,46,279492497
1224936588,PFNa(PB03)_L6_C5,PFNa,PFNa,Traced,443,108,173,2,234,39,297415403
1248424794,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,235,62,74,,138,34,167706792
1248765883,PFNp_d(PB01a)_R9_C2,PFNp_d,PFNp_d,Traced,167,23,43,,84,2,109632660
1248770299,PFNp_c(PB01c)_R9_C1,PFNp_c,PFNp_c,Traced,472,105,128,,311,38,248764575
1249098248,PFNp_c(PB01c)_R9_C1,PFNp_c,PFNp_c,Traced,414,95,118,,264,31,245492361
1249763220,PFNp_c(PB01c)_R9_C1,PFNp_c,PFNp_c,Traced,466,85,138,,297,39,230917019
1250113157,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,185,50,47,,125,31,138462094
1250113288,PFNp_e(PB01a)_R9_C2,PFNp_e,PFNp_e,Traced,376,77,119,1,231,41,201082822
1251265590,PFNp_b(PB01b)_L9_C8,PFNp_b,PFNp_b,Traced,129,48,14,,103,24,122289121
1251265778,PFNp_b(PB01b)_L9_C9,PFNp_b,PFNp_b,Traced,147,49,35,,80,17,119435766
1251269930,PFNp_e(PB01a)_L9_C8,PFNp_e,PFNp_e,Traced,248,70,74,3,157,38,153099415
1251275120,PFNa(PB03)_L9_C9,PFNa,PFNa,Traced,570,150,240,,274,43,357032990
1251952397,PFNp_a(PB01a)_L9_C8,PFNp_a,PFNp_a,Traced,186,55,31,,139,32,112002974
1255297613,PFNa(PB03)_R6_C5,PFNa,PFNa,Traced,559,113,242,,274,42,316317120
1255638782,PFNa(PB03)_L6_C5,PFNa,PFNa,Traced,531,117,174,,319,43,325866264
1256376704,PFNp_e(PB01a)_L6_C5,PFNp_e,PFNp_e,Traced,258,79,51,4,191,38,201325134
1282300415,PFNp_a(PB01a)_L9_C8,PFNp_a,PFNp_a,Traced,183,61,50,,121,33,123262281
1282305753,PFNp_b(PB01b)_L9_C9,PFNp_b,PFNp_b,Traced,164,47,4,,122,19,118136261
1282646571,PFNp_b(PB01b)_L9_C9,PFNp_b,PFNp_b,Traced,156,56,28,,90,26,118912206
1282991279,PFNp_b(PB01b)_L9_C8,PFNp_b,PFNp_b,Traced,150,46,16,,129,28,126159058
1286315568,PFNa(PB03)_R6_C5,PFNa,PFNa,Traced,543,107,251,,258,40,300802409
1287411513,PFNp_d(PB01a)_R6_C5,PFNp_d,PFNp_d,Traced,89,22,2,,33,1,101264112
1310499077,PFNm_a(PB02a)_R9_C1,PFNm_a,PFNm_a,Traced,635,147,127,,454,59,310431039
1318109929,PEN_b(PB06b)_L7,PEN2,PEN_b(PEN2),Traced,1781,438,438,2,540,113,839952860
1320799646,PFNp_a(PB01a)_L8_C7,PFNp_a,PFNp_a,Traced,174,65,61,4,95,24,128176386
1345056477,PFNp_b(PB01b)_L9_C8,PFNp_b,PFNp_b,Traced,121,26,28,,52,4,103644725
1348769299,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,212,35,77,,99,15,115742706
1349114660,PFNp_a(PB01a)_L4_C3,PFNp_a,PFNp_a,Traced,114,40,36,,66,22,127554851
1349114669,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,230,44,121,,74,13,138581517
1349114715,PFNm_a(PB02a)_L4_C3,PFNm_a,PFNm_a,Traced,434,54,117,,295,35,222259750
1350803100,PFNp_a(PB01a)_R5_C6,PFNp_a,PFNp_a,Traced,260,87,82,,124,24,175051158
1353544607,PEN_b(PB06b)_L8,PEN2,PEN_b(PEN2),Traced,1807,490,458,1,646,146,619565622
1380145201,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,317,78,73,,228,40,163099219
1380145267,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,179,50,47,,108,25,131950425
1380149563,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,258,60,42,,198,35,161678827
1380149683,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,296,70,57,1,229,31,191121333
1380408540,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,204,39,36,,108,11,123772072
1380408769,PFNp_d(PB01a)_R7_C4,PFNp_d,PFNp_d,Traced,178,31,28,,78,3,126155522
1380495496,PEN_a(PB06a)_L6,PEN1,PEN_a(PEN1),Traced,1285,367,279,1,445,89,467834236
1410105306,PFNp_e(PB01a)_R4_C7,PFNp_e,PFNp_e,Traced,346,67,122,2,196,31,186565124
1410118722,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,133,18,32,,62,2,118974380
1410122382,PFNm_a(PB02a)_R6_C5,PFNm_a,PFNm_a,Traced,538,95,92,,365,40,245546738
1410122586,PFNp_c(PB01c)_R6_C5,PFNp_c,PFNp_c,Traced,475,86,128,,311,29,235054644
1410122843,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,210,46,98,,92,24,134434265
1410122892,PFNp_c(PB01c)_R6_C5,PFNp_c,PFNp_c,Traced,435,80,120,,287,32,236861136
1410127303,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,435,96,81,1,311,39,238160891
1410127581,PFNm_a(PB02a)_L6_C5,PFNm_a,PFNm_a,Traced,421,94,60,1,294,38,222599797
1410450511,PFNm_b(PB02b)_R4_C7,PFNm_b,PFNm_b,Traced,498,86,179,,228,35,216523210
1410450514,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,209,58,96,3,97,25,137642051
1410450694,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,186,47,51,,116,23,144402524
1410450859,PFNp_a(PB01a)_R6_C5,PFNp_a,PFNp_a,Traced,202,41,79,,111,22,128311617
1410450949,PFNm_a(PB02a)_R6_C5,PFNm_a,PFNm_a,Traced,586,108,135,,412,44,263849323
1410451120,PFNp_c(PB01c)_R6_C5,PFNp_c,PFNp_c,Traced,429,82,137,,271,37,206071298
1410451151,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,176,43,67,,90,19,133385361
1410472719,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,422,81,83,,305,32,202552831
1410801066,PFNp_d(PB01a)_R5_C6,PFNp_d,PFNp_d,Traced,159,33,15,,75,4,120213107
1410813978,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,141,38,21,,98,19,113474514
1411862814,PFNa(PB03)_R4_C7,PFNa,PFNa,Traced,542,110,246,,257,37,297901324
1412164346,PFNm_b(PB02b)_L5_C4,PFNm_b,PFNm_b,Traced,470,122,147,2,183,38,269470639
1412238418,PFNa(PB03)_L8_C7,PFNa,PFNa,Traced,499,122,182,1,279,40,293819301
1441144493,PFNp_c(PB01c)_R4_C7,PFNp_c,PFNp_c,Traced,420,80,135,,256,38,220073717
1441481281,PFNm_a(PB02a)_R4_C7,PFNm_a,PFNm_a,Traced,628,111,175,,391,49,272518264
1441485388,PFNp_a(PB01a)_R4_C7,PFNp_a,PFNp_a,Traced,186,44,80,,81,19,126265270
1441485464,PFNp_e(PB01a)_R6_C5,PFNp_e,PFNp_e,Traced,345,61,141,,191,33,200205040
1441485633,PFNp_c(PB01c)_R4_C7,PFNp_c,PFNp_c,Traced,355,68,116,,221,32,197085606
1441485832,PFNp_c(PB01c)_R4_C7,PFNp_c,PFNp_c,Traced,457,94,107,1,321,38,253913577
1441485942,PFNp_c(PB01c)_R4_C7,PFNp_c,PFNp_c,Traced,401,88,104,,272,36,241584337
1441486002,PFNp_e(PB01a)_R4_C7,PFNp_e,PFNp_e,Traced,241,57,74,1,147,22,161955424
1441498763,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,124,44,26,,88,28,128861177
1441499171,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,124,41,17,,96,24,123344847
1441499284,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,134,44,7,,100,18,128766829
1441503403,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,151,55,23,,103,29,130308290
1441503748,PFNp_c(PB01c)_L6_C5,PFNp_c,PFNp_c,Traced,350,89,65,1,264,34,237030936
1441848753,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,153,44,25,1,102,21,113419994
1442556708,PFNp_d(PB01a)_L7_C6,PFNp_d,PFNp_d,Traced,150,32,15,,31,1,114358250
1442931758,PFNp_d(PB01a)_L8_C7,PFNp_d,PFNp_d,Traced,141,23,28,,71,6,92793700
1443268440,PFNa(PB03)_L8_C7,PFNa,PFNa,Traced,565,138,210,2,314,60,288035778
1443579770,PFNa(PB03)_R4_C7,PFNa,PFNa,Traced,586,114,235,1,311,48,323082717
1472205673,PFNa(PB03)_R2_C9,PFNa,PFNa,Traced,608,128,238,,330,51,329289610
1472520245,PFNp_d(PB01a)_R4_C7,PFNp_d,PFNp_d,Traced,111,19,16,,54,2,105055774
1472537557,PFNp_e(PB01a)_L6_C5,PFNp_e,PFNp_e,Traced,189,60,65,3,110,26,119345306
1472542572,PFNp_a(PB01a)_L6_C5,PFNp_a,PFNp_a,Traced,155,47,22,,120,23,138376894
1472546868,PFNp_a(PB01a)_L6_C5,PFNp_a,PFNp_a,Traced,127,37,12,,106,19,118217156
1472866173,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,248,59,79,,142,29,169702183
1473202957,PFNm_a(PB02a)_R7_C4,PFNm_a,PFNm_a,Traced,680,122,177,,446,47,307056607
1473207713,PFNp_c(PB01c)_R7_C4,PFNp_c,PFNp_c,Traced,450,94,142,,284,42,249239486
1503581177,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,143,39,12,,95,11,111052665
1503581412,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,164,51,13,,139,30,156770287
1503896377,PFNp_b(PB01b)_R5_C6,PFNp_b,PFNp_b,Traced,166,28,59,,93,15,136237574
1503922566,PFNp_b(PB01b)_L4_C3,PFNp_b,PFNp_b,Traced,198,61,76,,109,39,160206746
1504268020,PFNm_a(PB02a)_L7_C6,PFNm_a,PFNm_a,Traced,411,114,28,,292,40,201619972
1504582746,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,234,59,94,,100,23,97753775
1504924440,PFNm_a(PB02a)_R7_C4,PFNm_a,PFNm_a,Traced,677,130,153,,431,42,312385916
1508334312,PEN_a(PB06a)_L3,PEN1,PEN_a(PEN1),Traced,1937,604,533,1,567,121,945241267
1534616158,PFNp_d(PB01a)_R2_C9,PFNp_d,PFNp_d,Traced,158,26,21,,80,2,108758119
1534616361,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,178,51,39,,106,23,147308921
1535298439,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,209,45,72,,121,25,123385803
1535298460,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,195,53,54,,114,29,139280020
1535652862,PFNm_a(PB02a)_R4_C7,PFNm_a,PFNm_a,Traced,575,103,130,,377,41,253886838
1536006733,PFNm_b(PB02b)_L8_C7,PFNm_b,PFNm_b,Traced,448,114,121,1,211,37,203606131
1536326457,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,171,34,57,,63,10,118546130
1537634396,PFNa(PB03)_L3_C2,PFNa,PFNa,Traced,902,187,416,2,426,56,505576414
1566333075,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,202,49,54,,129,24,141172075
1566644645,PFNa(PB03)_R8_C3,PFNa,PFNa,Traced,701,145,310,1,332,48,391422300
1567020107,PFNp_b(PB01b)_R4_C7,PFNp_b,PFNp_b,Traced,158,31,33,,92,11,109321887
1567028669,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,150,51,10,,113,23,138155182
1567382512,PFNp_a(PB01a)_L8_C7,PFNp_a,PFNp_a,Traced,119,39,6,,96,17,98135066
1567728102,PFNp_a(PB01a)_L8_C7,PFNp_a,PFNp_a,Traced,108,42,5,,84,19,102928213
1568047319,PFNm_a(PB02a)_R3_C8,PFNm_a,PFNm_a,Traced,856,139,228,,500,44,296164753
1597683387,PFNm_a(PB02a)_R8_C3,PFNm_a,PFNm_a,Traced,565,102,127,,374,47,262180032
1598067695,PFNp_a(PB01a)_R3_C8,PFNp_a,PFNp_a,Traced,180,51,51,,98,21,152877171
1598382541,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,198,63,24,,146,30,140325507
1599069164,PFNm_a(PB02a)_L8_C7,PFNm_a,PFNm_a,Traced,488,107,81,,344,49,240044244
1599410380,PFNp_c(PB01c)_L8_C7,PFNp_c,PFNp_c,Traced,422,100,79,,306,40,214370701
1599431888,PFNp_c(PB01c)_R3_C8,PFNp_c,PFNp_c,Traced,752,139,176,,529,63,341634908
1599436552,PFNp_c(PB01c)_R3_C8,PFNp_c,PFNp_c,Traced,628,115,187,2,403,45,328505069
1599747200,PFNp_c(PB01c)_L9_C9,PFNp_c,PFNp_c,Traced,479,96,117,,317,38,210163048
1599772916,PFNp_b(PB01b)_R3_C8,PFNp_b,PFNp_b,Traced,246,58,91,,110,20,165987725
1599773239,PFNp_b(PB01b)_L9_C9,PFNp_b,PFNp_b,Traced,150,61,21,,97,27,122231439
1600079770,PFNv(PB05)_L9_C9,PFNv,PFNv,Traced,864,336,237,45,516,137,532651939
1600083889,PEN_b(PB06b)_L9,PEN2,PEN_b(PEN2),Traced,1513,328,446,1,524,97,535483990
1601771527,PEN_b(PB06b)_R9,PEN2,PEN_b(PEN2),Traced,1585,330,600,2,383,79,695171696
1628743785,PFNp_a(PB01a)_R3_C8,PFNp_a,PFNp_a,Traced,252,64,111,,112,24,167605436
1628744095,PFNp_e(PB01a)_R3_C8,PFNp_e,PFNp_e,Traced,466,97,166,1,266,48,280875421
1629085008,PFNp_c(PB01c)_R5_C6,PFNp_c,PFNp_c,Traced,656,124,153,1,459,41,331263439
1629093706,PFNp_e(PB01a)_R2_C9,PFNp_e,PFNp_e,Traced,350,72,92,,244,31,204894048
1629426306,PFNp_a(PB01a)_R5_C6,PFNp_a,PFNp_a,Traced,241,72,71,,142,36,156111033
1630462217,PFNp_b(PB01b)_L9_C9,PFNp_b,PFNp_b,Traced,99,46,22,1,54,14,105277069
1630765418,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,180,33,43,,78,9,130690698
1631131487,PFNm_a(PB02a)_R9_C1,PFNm_a,PFNm_a,Traced,674,123,169,1,415,49,288470315
1631450739,PEN_b(PB06b)_L5,PEN2,PEN_b(PEN2),Traced,1969,454,852,1,450,112,883989562
1631486122,PFNp_a(PB01a)_R2_C9,PFNp_a,PFNp_a,Traced,217,50,60,,138,28,162685111
1660776511,PFNp_e(PB01a)_L3_C2,PFNp_e,PFNp_e,Traced,437,88,160,1,249,43,276339951
1660789784,PFNp_d(PB01a)_L8_C7,PFNp_d,PFNp_d,Traced,103,22,5,,59,3,94494479
1661121263,PFNp_b(PB01b)_L8_C7,PFNp_b,PFNp_b,Traced,128,42,16,,108,22,124330307
1661122416,PFNp_e(PB01a)_L5_C4,PFNp_e,PFNp_e,Traced,387,84,149,1,218,39,219305166
1661458144,PFNa(PB03)_L2_C1,PFNa,PFNa,Traced,670,139,284,,319,52,412398787
1661458883,PFNp_c(PB01c)_L9_C9,PFNp_c,PFNp_c,Traced,333,83,80,,215,37,174136721
1661799601,PFNm_a(PB02a)_L3_C2,PFNm_a,PFNm_a,Traced,635,118,177,1,376,46,280208936
1662166202,PFNa(PB03)_R2_C9,PFNa,PFNa,Traced,643,128,243,,361,52,357462658
5812987321,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,184,47,51,,114,26,156819058
5812987327,PFNp_c(PB01c)_R8_C3,PFNp_c,PFNp_c,Traced,509,115,122,1,344,42,298644545
5812987334,PFNp_b(PB01b)_R8_C3,PFNp_b,PFNp_b,Traced,223,52,86,,104,24,160166182
5812987339,PFNp_a(PB01a)_R8_C3,PFNp_a,PFNp_a,Traced,181,46,60,,92,22,134167203
5812987803,PFNv(PB05)_R9_C1,PFNv,PFNv,Traced,1222,322,394,44,745,163,474139473
5812988707,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,259,59,121,,118,29,109100056
5812991545,PFNp_d(PB01a)_R4_C7,PFNp_d,PFNp_d,Traced,157,34,23,,74,3,113834107
5812991632,PFNp_b(PB01b)_R5_C6,PFNp_b,PFNp_b,Traced,197,49,44,,116,21,137725873
5812994148,PFNm_a(PB02a)_L9_C9,PFNm_a,PFNm_a,Traced,428,86,89,1,286,35,218173027
5812994149,PFNp_c(PB01c)_L3_C2,PFNp_c,PFNp_c,Traced,627,122,167,,407,44,293427757
5813012311,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,144,41,30,,79,17,129936927
5813014062,PFNd(PB04)_R2_C8,,PFNd,Traced,1159,247,404,,510,90,524009057
5813014505,PFNv(PB05)_L7_C7,PFNv,PFNv,Traced,1009,326,246,40,662,154,508396228
5813014573,PFNp_a(PB01a)_L3_C2,PFNp_a,PFNp_a,Traced,213,71,100,1,76,24,143082748
5813014859,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,140,23,37,,61,5,116924312
5813015999,PFNa(PB03)_L8_C8,PFNa,PFNa,Traced,486,128,157,2,289,46,325456392
5813016167,PFNp_b(PB01b)_R2_C9,PFNp_b,PFNp_b,Traced,152,48,30,,89,18,60654937
5813023615,PFNp_b(PB01b)_R9_C1,PFNp_b,PFNp_b,Traced,197,44,44,,98,10,128844580
5813026993,PFNp_a(PB01a)_R2_C9,PFNp_a,PFNp_a,Traced,133,37,38,,83,17,153566491
5813037879,PFNp_d(PB01a)_L7_C6,PFNp_d,PFNp_d,Traced,102,21,3,,80,1,99971345
5813040300,PFNp_b(PB01b)_R7_C4,PFNp_b,PFNp_b,Traced,183,44,23,,115,12,136684038
5813041556,PFNp_c(PB01c)_L2_C1,PFNp_c,PFNp_c,Traced,439,85,133,,284,35,260268918
5813044670,PFNv(PB05)_L8_C7,PFNv,PFNv,Traced,853,335,172,46,584,154,481368357
5813047157,PEN_b(PB06b)_L2,PEN2,PEN_b(PEN2),Traced,1966,434,753,,524,116,809851972
5813050000,PFNa(PB03)_R3_C8,PFNa,PFNa,Traced,939,161,487,2,394,44,445076007
5813056012,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,165,32,11,,103,8,109796673
5813056934,PFNa(PB03)_R3_C8,PFNa,PFNa,Traced,1087,193,553,,472,71,498402908
5813056953,PEN_a(PB06a)_R4,PEN1,PEN_a(PEN1),Traced,1497,424,398,1,436,108,766389254
5813070464,PFNp_b(PB01b)_R6_C5,PFNp_b,PFNp_b,Traced,181,57,49,,114,29,165182721
5813070465,PEN_b(PB06b)_L3,PEN2,PEN_b(PEN2),Traced,2254,425,1007,1,499,101,904493834
5813077698,PFNp_b(PB01b)_L7_C6,PFNp_b,PFNp_b,Traced,125,47,15,,68,11,126224096
5813080979,PEN_a(PB06a)_L5,PEN1,PEN_a(PEN1),Traced,1655,544,451,,451,105,931602278
5813081686,PFNa(PB03)_L8_C7,PFNa,PFNa,Traced,510,121,164,,304,44,284299919
5813095667,PFNm_a(PB02a)_L8_C7,PFNm_a,PFNm_a,Traced,499,117,88,,325,47,217483754
5813122799,PFNp_b(PB01b)_L6_C5,PFNp_b,PFNp_b,Traced,115,24,31,,58,5,101041151
5813127525,PFNp_b(PB01b)_L5_C4,PFNp_b,PFNp_b,Traced,198,61,56,,108,27,163818262
5813127581,PFNp_a(PB01a)_L8_C7,PFNp_a,PFNp_a,Traced,130,53,24,1,86,24,64677170
5813128240,PFNp_b(PB01b)_L5_C4,PFNp_b,PFNp_b,Traced,168,42,27,,110,18,128117994
5813128308,PFNp_a(PB01a)_L7_C6,PFNp_a,PFNp_a,Traced,310,71,165,1,107,27,187284000
5813128416,PFNp_b(PB01b)_L6_C5_irreg,PFNp_b,PFNp_b,Traced,188,44,73,,93,17,134233317
5813128537,PFNm_b(PB02b)_L6_C5,PFNm_b,PFNm_b,Traced,326,82,65,1,187,37,187604491
